#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2022-08-05-15-33-21
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]
1659704789.147938	CJTvUc1gwQ6ZlYWJn8	192.168.253.154	51429	104.19.134.78	443	tcp	-	-	-	-	OTH	-	-	0	R	1	40	0	0	-
1659704789.147939	Cbi3NL1stjQb4zOs7h	192.168.253.154	51419	65.9.86.31	443	tcp	-	-	-	-	OTH	-	-	0	R	1	40	0	0	-
1659704789.148268	C1df9j20k40ztCApvh	192.168.253.154	51427	64.58.116.142	443	tcp	-	-	-	-	OTH	-	-	0	R	1	40	0	0	-
1659704789.148269	Cdflal4dHQUAkUGn6h	192.168.253.154	51430	104.19.135.78	443	tcp	-	-	-	-	OTH	-	-	0	R	1	40	0	0	-
1659704789.148433	CbkgRB0XEbZbrVlKd	192.168.253.154	51431	104.19.135.78	443	tcp	-	-	-	-	OTH	-	-	0	R	1	40	0	0	-
1659704789.254779	C9K6QG2XlzuBa0QmV7	192.168.253.154	51501	131.253.33.254	443	tcp	-	-	-	-	OTH	-	-	0	R	1	40	0	0	-
1659704789.254779	CPtFCN3bfU5439Xz08	192.168.253.154	51502	204.79.197.222	443	tcp	-	-	-	-	OTH	-	-	0	R	1	40	0	0	-
1659704789.255061	Cva7DE4RiTXAHLiYse	192.168.253.154	51500	13.107.3.254	443	tcp	-	-	-	-	OTH	-	-	0	R	1	40	0	0	-
1659704789.255243	Ca1XQn3w0bvoAA96g3	192.168.253.154	51499	93.184.220.29	80	tcp	-	-	-	-	OTH	-	-	0	R	1	40	0	0	-
1659704789.255371	Cbi8Ku1eaSWbcDXnsk	192.168.253.154	51503	13.107.21.200	443	tcp	-	-	-	-	OTH	-	-	0	R	1	40	0	0	-
1659704789.255378	CShM6xVHfz9JqVW4b	192.168.253.154	51498	144.2.12.25	443	tcp	-	-	-	-	OTH	-	-	0	R	1	40	0	0	-
1659704835.388789	CUKw2E3mJKmIU6phH6	192.168.253.154	49670	52.184.216.174	443	tcp	ssl	0.705859	671	3209	RSTO	-	-	0	ShADadFR	11	1123	13	3733	-
1659704836.071391	CaPpBG1EjoEkA53Wn3	192.168.253.154	49671	2.16.42.246	443	tcp	ssl	0.176551	670	7197	RSTO	-	-	0	ShADadFR	9	1042	11	7641	-
1659704836.285140	CIn4i68Kf7JzRbZ0j	192.168.253.154	49672	2.16.42.246	443	tcp	ssl	0.156601	881	6864	RSTO	-	-	0	ShADadFR	9	1253	13	7388	-
1659704836.430777	CWJZuF3Wa8TuYpX6M	192.168.253.154	49673	2.16.42.246	443	tcp	ssl	0.173776	878	6863	RSTO	-	-	0	ShADadFR	9	1250	13	7387	-
1659704836.439764	CSXCCP1wpTTiR5SZcj	192.168.253.154	49674	23.206.91.27	443	tcp	ssl	0.172268	873	6456	RSTO	-	-	0	ShADadFR	8	1205	11	6900	-
1659704836.586437	CkdZff3lUzmIqBrouf	192.168.253.154	49676	23.206.91.27	443	tcp	ssl	0.080338	878	6863	RSTO	-	-	0	ShADadFR	8	1210	11	7307	-
1659704836.553555	C28xY91I9woilFZ8Hd	192.168.253.154	49675	23.206.91.27	443	tcp	ssl	0.183027	870	6456	RSTO	-	-	0	ShADadFR	9	1242	13	6980	-
1659704836.690815	CqDZDX2OH5Ue9KwV22	192.168.253.154	49677	23.206.91.27	443	tcp	ssl	0.192759	870	6456	RSTO	-	-	0	ShADadFR	8	1202	11	6900	-
1659704838.256157	CJAiWo3gu07Fbfg7Ra	192.168.253.154	49681	20.189.173.7	443	tcp	ssl	1.101450	1808	4907	SF	-	-	0	ShADadFf	10	2220	12	5391	-
1659704835.337077	CRgPtL38N2iaxc9HC8	192.168.253.154	53403	192.168.253.2	53	udp	dns	0.011953	50	137	SF	-	-	0	Dd	1	78	1	165	-
1659704836.056272	CQmL0t4evTvv7oSivb	192.168.253.154	55497	192.168.253.2	53	udp	dns	0.012040	52	162	SF	-	-	0	Dd	1	80	1	190	-
1659704836.272092	C2ZgLI2Pn5a7Ymy9r6	192.168.253.154	54755	192.168.253.2	53	udp	dns	0.012274	52	162	SF	-	-	0	Dd	1	80	1	190	-
1659704836.425785	Crn9Jr2uMOjGVgTQba	192.168.253.154	62886	192.168.253.2	53	udp	dns	0.012502	54	166	SF	-	-	0	Dd	1	82	1	194	-
1659704836.428752	CgFEBF4PrBelUjSfG4	192.168.253.154	51023	192.168.253.2	53	udp	dns	0.000603	52	165	SF	-	-	0	Dd	1	80	1	193	-
1659704836.551865	CYxipw2tCWOFg7VsPj	192.168.253.154	51889	192.168.253.2	53	udp	dns	0.000458	54	169	SF	-	-	0	Dd	1	82	1	197	-
1659704836.585548	C57hme4InIwW5A1Xx2	192.168.253.154	51939	192.168.253.2	53	udp	dns	0.000542	52	165	SF	-	-	0	Dd	1	80	1	193	-
1659704836.689534	C3FUh04YNI1LS8htDk	192.168.253.154	49638	192.168.253.2	53	udp	dns	0.000624	54	169	SF	-	-	0	Dd	1	82	1	197	-
1659704836.690593	C0HJQ82VVJpg2VpjPi	192.168.253.154	56975	192.168.253.2	53	udp	dns	0.000441	55	71	SF	-	-	0	Dd	1	83	1	99	-
1659704836.738265	CPczxSb1RnuwAA18a	192.168.253.154	56302	192.168.253.2	53	udp	dns	0.000472	55	71	SF	-	-	0	Dd	1	83	1	99	-
1659704837.003262	C5BnHs41eieBOx42of	192.168.253.154	49807	192.168.253.2	53	udp	dns	0.000633	55	71	SF	-	-	0	Dd	1	83	1	99	-
1659704838.230703	CQbIum2pg2DhYTqeR8	192.168.253.154	63590	192.168.253.2	53	udp	dns	0.010958	47	174	SF	-	-	0	Dd	1	75	1	202	-
1659704838.682554	CB1LBt3tNOqBR2wHU	192.168.253.154	137	192.168.253.255	137	udp	dns	2.724016	816	0	S0	-	-	0	D	12	1152	0	0	-
1659704839.908134	CKJxnR2wrhRqWNG6J2	192.168.253.154	62276	192.168.253.2	53	udp	dns	0.014639	30	173	SF	-	-	0	Dd	1	58	1	201	-
1659704839.918419	ClZPTtIHed3Tlur35	192.168.253.154	53947	192.168.253.2	53	udp	dns	0.011669	31	163	SF	-	-	0	Dd	1	59	1	191	-
1659704839.960235	Cf4c6k4jrxn6AykH8e	192.168.253.154	63784	192.168.253.2	53	udp	dns	0.013003	35	102	SF	-	-	0	Dd	1	63	1	130	-
1659704839.987477	CQBbml267gKNt2LRak	192.168.253.154	57430	192.168.253.2	53	udp	dns	0.014112	45	120	SF	-	-	0	Dd	1	73	1	148	-
1659704840.009080	CBVpXt1iC4S3IsXSo2	192.168.253.154	62283	192.168.253.2	53	udp	dns	0.019477	39	135	SF	-	-	0	Dd	1	67	1	163	-
1659704840.017313	CiMxO44Nu7kMtnI3a	192.168.253.154	54728	192.168.253.2	53	udp	dns	0.012123	35	102	SF	-	-	0	Dd	1	63	1	130	-
1659704840.023089	CIIfSh4V8QhDFJSdL4	192.168.253.154	61390	192.168.253.2	53	udp	dns	0.019110	39	118	SF	-	-	0	Dd	1	67	1	146	-
1659704840.052106	C9Piac3M8dv2zlvRFd	192.168.253.154	59658	192.168.253.2	53	udp	dns	0.014102	39	94	SF	-	-	0	Dd	1	67	1	122	-
1659704844.451858	CleACZ170zLrgg16Ui	192.168.253.154	51017	192.168.253.2	53	udp	dns	0.000585	30	200	SF	-	-	0	Dd	1	58	1	228	-
1659704833.990857	Coidac3lQ3jarwrM5c	192.168.253.154	58144	192.168.253.2	53	udp	dns	1.993869	68	68	SF	-	-	0	Dd	2	124	2	124	-
1659704834.147303	CHAtY9457FvcppqkQ	192.168.253.154	137	192.168.253.2	137	udp	dns	3.441365	612	0	S0	-	-	0	D	9	864	0	0	-
1659704851.231188	C6wsA91DOADJQAA1Vl	192.168.253.154	49691	20.86.249.62	443	tcp	ssl	0.164077	2082	7920	SF	-	-	0	ShADadfF	14	2654	13	8444	-
1659704851.216054	CoGX8d4XbuHygFCuH7	192.168.253.154	56928	192.168.253.2	53	udp	dns	0.012189	44	167	SF	-	-	0	Dd	1	72	1	195	-
1659704853.140278	CNzP8042GZHMqVEZt	192.168.253.154	59134	192.168.253.2	53	udp	dns	0.012009	32	312	SF	-	-	0	Dd	1	60	1	340	-
1659704853.393935	CL4yHk1rvTQaLKIkRl	192.168.253.154	62481	192.168.253.2	53	udp	dns	0.012718	48	173	SF	-	-	0	Dd	1	76	1	201	-
1659704854.965201	CDP7h02MMK81YmVGo7	192.168.253.154	49694	40.126.32.101	443	tcp	ssl	4.716311	691	6810	SF	-	-	0	ShADadFf	11	1143	15	7414	-
